1. REPORTING YEAR	2. TITLE OF CERTIFYING OFFICIAL	3. NAME OF CERTIFYING OFFICIAL	4. TRIFD	5. NAME	6. STREET	7. CITY	8. COUNTY	9. STATE	10. ZIP CODE	11. BIA CODE	12. TRIBE NAME	13. PARENT COMPANY NAME	14. PARENT COMPANY DB NR	15. STANDARDIZED PARENT COMPANY NAME	16. FOREIGN PARENT COMPANY NAME	17. FOREIGN PARENT COMPANY DB NR	18. STANDARDIZED FOREIGN PARENT COMPANY NAME	19. EPA REGISTRY ID	20. SUBMITTED FACILITY NAME	21. SUBMITTED STREET	22. SUBMITTED CITY	23. SUBMITTED COUNTY	24. SUBMITTED STATE	25. SUBMITTED ZIP CODE	26. SUBMITTED BIA CODE	27. SUBMITTED TRIBE NAME	28. SUBMITTED PARENT COMPANY NAME	29. SUBMITTED PARENT COMPANY DB NR	30. SUBMITTED STANDARDIZED PARENT COMPANY NAME	31. SUBMITTED PRIMARY NAICS CODE	32. SUBMITTED INDUSTRY CODE	33. SUBMITTED INDUSTRY NAME	34. MAILING NAME	35. MAILING STREET	36. MAILING CITY	37. MAILING STATE	38. MAILING PROVINCE	39. MAILING ZIP CODE	40. ENTIRE FACILITY IND	41. PARTIAL FACILITY IND	42. FEDERAL FACILITY IND	43. ASSIGNED AGENCY	44. GOCO FACILITY IND	45. ASSIGNED FED. FACILITY FLAG	46. ASSIGNED PARTIAL FACILITY FLAG	47. PUBLIC CONTACT NAME	48. PUBLIC CONTACT PHONE	49. PUBLIC CONTACT PHONE EXT	50. PUBLIC CONTACT EMAIL	51. PRIMARY SIC CODE	52. SIC CODE 2	53. SIC CODE 3	54. SIC CODE 4	55. SIC CODE 5	56. SIC CODE 6	57. INDUSTRY CODE	58. INDUSTRY NAME	59. PRIMARY NAICS CODE	60. NAICS CODE 2	61. NAICS CODE 3	62. NAICS CODE 4	63. NAICS CODE 5	64. NAICS CODE 6	65. LATITUDE	66. LONGITUDE	67. DB NR A	68. DB NR B	69. RCRA NR A	70. RCRA NR B	71. RCRA NR C	72. RCRA NR D	73. RCRA NR E	74. RCRA NR F	75. RCRA NR G	76. RCRA NR H	77. RCRA NR I	78. RCRA NR J	79. NPDES NR A	80. NPDES NR B	81. NPDES NR C	82. NPDES NR D	83. NPDES NR E	84. NPDES NR F	85. NPDES NR G	86. NPDES NR H	87. NPDES NR I	88. NPDES NR J	89. LAST YEAR THE FACILITY REPORTED	90. FIRST YEAR THE FACILITY REPORTED	91. NUMBER OF FORMS SUBMITTED	92. TOTAL NUMBER OF FORMS SUBMITTED	20251105	
2023	ENVIRONMENTAL & PERMITTING MANAGER	MARK MILLER	89438NWMNTSTONE	GOLDCORP DEE LLC - LONE TREE MINE	STONEHOUSE EXIT 212	VALMY	HUMBOLDT	NV	89438			PREMIER GOLD MINES USA INC.		PREMIER GOLD MINES USA INC				110007980435	GOLDCORP DEE LLC - LONE TREE MINE	STONEHOUSE EXIT 212	VALMY	HUMBOLDT	NV	89438			PREMIER GOLD MINES USA INC.		PREMIER GOLD MINES USA INC	212220	2122	Metal Mining	GOLDCORP DEE LLC - LONE TREE MINE	5190 NEIL ROAD SUITE 460	RENO	NV		89502	YES	NO	NO		NO	NO	NO	MARK MILLER	7752453040	112	MMILLER@I80G0LD.COM	1041						2122	Metal Mining	212220						40.821784	-117.237187			NVD986775369																				2024	1998	5	287	20251105
2023	PLANT MANAGER	LUIS MONTENEGRO	80621GLDNL1405E	GOLDEN ALUMINUM	1405 E 14TH ST	FORT LUPTON	WELD	CO	80621					NA				110000467539	GOLDEN ALUMINUM	1405 E 14TH ST	FORT LUPTON	WELD	CO	80621					NA	331315	331	Primary Metals	GOLDEN ALUMINUM	1405 E 14TH ST	FORT LUPTON	CO		80621	YES	NO	NO		NO	NO	NO	AMANDA HARDERSON	3035219792		AMANDAHARDERSON@GOLDENALUMINUM.COM	3341	3353					331	Primary Metals	331315						40.09581	-104.80277	137916321		COD102545621										COPF00105										2024	1987	12	361	20251105
2023	DIRECTOR OF REGULATORY AFFAIRS	BEN GAVETT	13411GLDNR188BE	GOLDEN ARTIST COLORS INC	188 BELL RD	NEW BERLIN	CHENANGO	NY	13411					NA				110006528962	GOLDEN ARTIST COLORS INC	188 BELL RD	NEW BERLIN	CHENANGO	NY	13411					NA	339940	339	Miscellaneous Manufacturing							YES	NO	NO	NA	NO	NO	NO	BEN GAVETT	6078477661		GAVETT@GOLDENPAINTS.COM	3952	2851					339	Miscellaneous Manufacturing	339940						42.66427	-75.34525	099901159		NY0000097253										NYR00E513										2024	1997	1	20	20251105
2023	PLANNING & ENVIRONMENTAL PLANNING DIVISICHIEF	BRIAN AVILES	9412WGLDNG21FRT	GOLDEN GATE NATIONAL RECREATION AREA	201 FORT MASON	SAN FRANCISCO	SAN FRANCISCO	CA	94123					US DEPARTMENT OF THE INTERIOR				110070920324	GOLDEN GATE NATIONAL RECREATION AREA	201 FORT MASON	SAN FRANCISCO	SAN FRANCISCO	CA	94123					US DEPARTMENT OF THE INTERIOR	712190	999	Other	GOLDEN GATE NATIONAL RECREATION AREA	201 FORT MASON	SAN FRANCISCO	CA		94123	YES	NO	YES		NO	YES	NO	AMANITA CORNEJO	5104171961		AMANITA_CORNEJO@NPS.GOV							999	Other	712190						37.80528	-122.42802	069117484		CAC003006714	CA1141790195																			2023	2020	1	4	20251105
2023	SUPPLY CHAIN VICE PRESIDENT	KERRY SHIELDS	60455GLDNG7700W	GOLDEN GRAIN	7700 W 71ST ST	BRIDGEVIEW	COOK	IL	60455			PEPSICO GOLDEN HOLDINGS LLC	118364584	PEPSICO INC				110000433077	GOLDEN GRAIN	7700 W 71ST ST	BRIDGEVIEW	COOK	IL	60455			PEPSICO GOLDEN HOLDINGS LLC	118364584	PEPSICO INC	311824	311	Food	GOLDEN GRAIN	7700 W 71ST ST	BRIDGEVIEW	IL		60455	YES	NO	NO		NO	NO	NO	CORTEZ VASSAR	7086253405		CORTEZ.VASSAR@PEPSICO.COM	2098						311	Food	311824						41.76335	-87.81265	009129768		ILD081024317																				2024	1988	1	31	20251105
2023	CHIEF OPERATING OFFICER	CHAD KUHLERS	50401GLDNG18334	GOLDEN GRAIN ENERGY LLC	1822 43RD ST SW	MASON CITY	CERRO GORDO	IA	50401					GOLDEN GRAIN ENERGY LLC				110020160403	GOLDEN GRAIN ENERGY LLC	1822 43RD ST SW	MASON CITY	CERRO GORDO	IA	50401					GOLDEN GRAIN ENERGY LLC	325193	325	Chemicals	GOLDEN GRAIN ENERGY LLC	1822 43RD ST SW	MASON CITY	IA		50401	YES	NO	NO		NO	NO	NO	CHAD KUHLERS	6414238525		CKUHLERS@GGECORN.COM	2869						325	Chemicals	325193						43.112025	-93.236954	137442617		IAR000510610																				2024	2005	7	144	20251105
2023	SR. ENVIRONMENTAL COORDINATOR	DARA ENGLISH	9350WGLDNQ2818S	GOLDEN QUEEN MINING CO LLC	2818 SILVER QUEEN RD	MOJAVE	KERN	CA	93501					NA				110069320871	GOLDEN QUEEN MINING CO LLC	2818 SILVER QUEEN RD	MOJAVE	KERN	CA	93501					NA	212220	2122	Metal Mining	GOLDEN QUEEN MINING CO LLC	P.O. BOX 1030	MOJAVE	CA		93502	YES	NO	NO		NO	NO	NO	TOM BRAUCH	7208977792		TOM@ADVM2.COM							2122	Metal Mining	212220						34.99646	-118.18322	621435668		CAR000268557	CAL000410089																			2024	2015	2	13	20251105
2023	SVP EHSS & RISK	KYLE SCHMIDT	93706GLDNS7409W	GOLDEN STATE VINTNERS	7409 W CENTRAL AVE	FRESNO	FRESNO	CA	93706			THE WINE GROUP LLC	557562951	THE WINE GROUP LLC				110000482184	GOLDEN STATE VINTNERS	7409 W CENTRAL AVE	FRESNO	FRESNO	CA	93706			THE WINE GROUP LLC	557562951	THE WINE GROUP LLC	312130	3121	Beverages	GOLDEN STATE VINTNERS	17000 EAST HIGHWAY 120	RIPON	CA		95366	YES	NO	NO		NO	NO	NO	KYLE SCHMIDT	2095990451		KYLE.SCHMIDT@THEWINEGROUP.COM	2084						3121	Beverages	312130						36.673424	-119.925008	095638946		CAL000289032																				2024	1990	1	26	20251105
2023	ENVIRONMENTAL COORDINATOR	MARK WILSON	64437GLDNT15053	GOLDEN TRIANGLE ENERGY LLC	15053 HWY 111	CRAIG	HOLT	MO	64437					NA				110010819070	GOLDEN TRIANGLE ENERGY LLC	15053 HWY 111	CRAIG	HOLT	MO	64437					NA	312140	3121	Beverages	GOLDEN TRIANGLE ENERGY LLC	15053 HWY 111	CRAIG	MO		64437	YES	NO	NO		NO	NO	NO	KELLY BORDEWICK	6606835005		KBORDEWICK@GOLDENTRIANGLEENERGY.COM	2869						3121	Beverages	312140						40.18925	-95.36789	124073714												MO0126161										2024	2001	4	115	20251105
2023	DIRECTOR, ENVIRONMENTAL HEALTH AND SAFETY	THOMAS GREEN	3970WGLDNT1947A	GOLDEN TRIANGLE MILL SERVICE	1947 AIRPORT ROAD	COLUMBUS	LOWNDES	MS	39701			EDW C LEVY CO	005354816	EDW C LEVY CO				110039493474	GOLDEN TRIANGLE MILL SERVICE	1947 AIRPORT ROAD	COLUMBUS	LOWNDES	MS	39701			EDW C LEVY CO	005354816	EDW C LEVY CO	327992	327	Nonmetallic Mineral Product	GOLDEN TRIANGLE MILL SERVICE	51445 W.12 MILE ROAD	WIXOM	MI		48393	YES	NO	NO		NO	NO	NO	THOMAS GREEN	3136900139		TGREEN@EDWCLEVY.NET							327	Nonmetallic Mineral Product	327992						33.455329	-88.582953																							2024	2008	3	43	20251105
2023	CHIEF POWER SUPPLY OFFICER	NAOMI MORTON KNIGHT	99743HLYPW25MIL	GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT	25 HEALY SPUR RD	HEALY	DENALI BOROUGH	AK	99743			GOLDEN VALLEY ELECTRIC ASSOC	002848588	GOLDEN VALLEY ELECTRIC ASSOC				110000602250	GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT	25 HEALY SPUR RD	HEALY	DENALI BOROUGH	AK	99743			GOLDEN VALLEY ELECTRIC ASSOC	002848588	GOLDEN VALLEY ELECTRIC ASSOC	221112	2211	Electric Utilities	GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT	PO BOX 71249	FAIRBANKS	AK		99707	YES	NO	NO		NO	NO	NO	NAOMI MORTON KNIGHT	9074584557		NMKNIGHT@GVEA.COM	4911						2211	Electric Utilities	221112						63.855545	-148.948517	002848588		AKR000205583	AKD063351019									AK0022942										2024	1998	9	150	20251105
2023	CHIEF POWER SUPPLY OFFICER	NAOMI MORTON KNIGHT	9970WGLDNV119HH	GOLDEN VALLEY ELECTRIC ASSOC NORTH POLE POWER PLANT	1150 H & H LN	NORTH POLE	FAIRBANKS NORTH STAR BOROUGH	AK	99705			GOLDEN VALLEY ELECTRIC ASSOC	002848588	GOLDEN VALLEY ELECTRIC ASSOC				110064086509	GOLDEN VALLEY ELECTRIC ASSOC NORTH POLE POWER PLANT	1150 H & H LN	NORTH POLE	FAIRBANKS NORTH STAR BORO	AK	99705			GOLDEN VALLEY ELECTRIC ASSOC	002848588	GOLDEN VALLEY ELECTRIC ASSOC	221112	2211	Electric Utilities	GOLDEN VALLEY ELECTRIC ASSOC NORTH POLE POWER PLANT	PO BOX 71249	FAIRBANKS	AK		99707	YES	NO	NO		NO	NO	NO	NAOMI MORTON KNIGHT	9074584557		NMKNIGHT@GVEA.COM							2211	Electric Utilities	221112						64.735968	-147.348622	002848588		AKR000004416																				2024	2007	7	110	20251105
2023	ENVIRONMENTAL MANAGER	CODY HOBBS	8644WGLDNV2127S	GOLDEN VERTEX CORP	2127 SOUTH OPPORTUNITY WAY	BULLHEAD CITY	MOHAVE	AZ	86442			MAKO US		MAKO US				110071045124	GOLDEN VERTEX CORP	2127 SOUTH OPPORTUNITY WAY	BULLHEAD CITY	MOHAVE	AZ	86442					NA	212220	2122	Metal Mining	GOLDEN VERTEX CORP	1882 LAKESIDE DR #23277	BULLHEAD CITY	AZ		86442	YES	NO	NO		NO	NO	NO	CODY HOBBS	4802263172		CODY.HOBBS@GOLDENVERTEXCORP.COM							2122	Metal Mining	212220						35.0941	-114.450313	050025573																						2024	2018	4	26	20251105
2023		EARNEST WHITFIELD	31901GLDNS60012	GOLDENS' FOUNDRY & MACHINE CO	600 12 TH ST	COLUMBUS	MUSCOGEE	GA	31901			GOLDENS' FOUNDRY & MACHINE CO		GOLDENS' FOUNDRY & MACHINE CO				110000361313	GOLDENS' FOUNDRY & MACHINE CO	600 12 TH ST	COLUMBUS	MUSCOGEE	GA	31901			GOLDENS' FOUNDRY & MACHINE CO		GOLDENS' FOUNDRY & MACHINE CO	331511	331	Primary Metals	GOLDENS' FOUNDRY & MACHINE CO	PO BOX 96	COLUMBUS	GA		31902	YES	NO	NO		NO	NO	NO	EARNEST WHITFIELD	7063230471	1145	EWHITFIELD@GFMCO.COM	3321						331	Primary Metals	331511						32.46856	-84.98474	961720591												GAIS14771										2023	1989	3	72	20251105
2023		EARNEST WHITFIELD	31015WSCST402GE	GOLDENS' FOUNDRY & MACHINE CO	402 GEORGE MATTHEWS DR	CORDELE	CRISP	GA	31015			GOLDENS' FOUNDRY & MACHINE CO		GOLDENS' FOUNDRY & MACHINE CO				110007390803	GOLDENS' FOUNDRY & MACHINE CO	402 GEORGE MATTHEWS DR	CORDELE	CRISP	GA	31015			GOLDENS' FOUNDRY & MACHINE CO		GOLDENS' FOUNDRY & MACHINE CO	331511	331	Primary Metals	GOLDENS' FOUNDRY & MACHINE CO	PO BOX 96	COLUMBUS	GA		31901	YES	NO	NO		NO	NO	NO	EARNEST WHITFIELD	7063230471	1145	EWHITFIELD@GFMCO.COM	3321						331	Primary Metals	331511						31.96346	-83.727603	126076152												GAIS10481										2023	2001	3	48	20251105
2023	SR EHS MANAGER	KENNETH ROBERTSON	46733GLDSH2709P	GOLDSHIELD FIBERGLASS INC 43-1	2709 PATTERSON ST	DECATUR	ADAMS	IN	46733					REV GROUP INC				110000400352	GOLDSHIELD FIBERGLASS INC 43-1	2709 PATTERSON ST	DECATUR	ADAMS	IN	46733			REV GROUP INC		REV GROUP INC	326121	326	Plastics and Rubber	GOLDSHIELD FIBERGLASS INC 43-1	PO BOX 496	DECATUR	IN		46733	YES	NO	NO		NO	NO	NO	KENNETH ROBERTSON	8774666226		KENNETH.ROBERTSON@REVRVGROUP.COM	3089						326	Plastics and Rubber	326121						40.824511	-84.952383			IND980683627										INRM01647										2024	1987	1	52	20251105
2023	SR EHS MANAGER	KENNETH ROBERTSON	46733GLDSH2004P	GOLDSHIELD FIBERGLASS INC 43-2	2004 PATTERSON	DECATUR	ADAMS	IN	46733					REV GROUP INC				110000400343	GOLDSHIELD FIBERGLASS INC 43-2	2004 PATTERSON	DECATUR	ADAMS	IN	46733			REV GROUP INC		REV GROUP INC	326199	326	Plastics and Rubber	GOLDSHIELD FIBERGLASS INC 43-2	PO BOX 496	DECATUR	IN		46733	YES	NO	NO		NO	NO	NO	KENNETH ROBERTSON	8774666226		KENNETH.ROBERTSON@REVRVGROUP.COM	3089						326	Plastics and Rubber	326199						40.82473	-84.94543			IND069761195										INRM01646										2024	1989	1	81	20251105
2023	EHS SPECIALIST	JAMES ALLEN	4428WGLDSM3FIRS	GOLDSMITH & EGGLETON LLC	300 FIRST ST	WADSWORTH	MEDINA	OH	44281			RAVAGO AMERICAS LLC	079497498	RAVAGO AMERICAS LLC				110009821434	GOLDSMITH & EGGLETON LLC	300 FIRST ST	WADSWORTH	MEDINA	OH	44281			RAVAGO AMERICAS LLC	079497498	RAVAGO AMERICAS LLC	326299	326	Plastics and Rubber	GOLDSMITH & EGGLETON LLC	300 FIRST ST	WADSWORTH	OH		44281	YES	NO	NO		NO	NO	NO	JAMES TODD ALLEN	3308063671		TODD.ALLEN1215@GMAIL.COM							326	Plastics and Rubber	326299						41.019	-81.71852																							2024	2014	1	10	20251105
2023	ENVIRONMENTAL DIRECTOR	JOHN COOK	7796WGLDGSWAIRB	GOLIAD GAS PLANT	2 W AIR BASE RD	GOLIAD	GOLIAD	TX	77963			PHILLIPS 66	078423447	PHILLIPS 66 CO				110071424632	GOLIAD GAS PLANT	2 W AIR BASE RD	GOLIAD	GOLIAD	TX	77963			PHILLIPS 66	078423447	PHILLIPS 66 CO	211130	999	Other	GOLIAD GAS PLANT	2331 CITYWEST BLVD	HOUSTON	TX		77042	YES	NO	NO		NO	NO	NO	ALLISON STOWE	8327652265		ALLISON.STOWE@P66.COM							999	Other	211130						28.617334	-97.642082																							2024	2022	7	20	20251105
2023	ENVIRONMENTAL ENGINEER	ALENA MIRO	7973WGMZGS3238W	GOMEZ GAS PLANT	3238 W. GOMEZ ROAD	FORT STOCKTON	PECOS	TX	79735			ENERGY TRANSFER PARTNERS LP	610792264	ENERGY TRANSFER LP				110071159243	GOMEZ GAS PLANT	3238 W. GOMEZ ROAD	FORT STOCKTON	PECOS	TX	79735			ENERGY TRANSFER PARTNERS LP	610792264	ENERGY TRANSFER LP	211130	999	Other	GOMEZ GAS PLANT	8111 WESTCHESTER DR SUITE 600	DALLAS	TX		75225	YES	NO	NO		NO	NO	NO	ALENA MIRO	7138659825		ALENA.MIRO@ENERGYTRANSFER.COM							999	Other	211130						30.985001	-102.974442																							2023	2022	2	4	20251105
2023	DIRECTOR OF SAFETY & HUMAN RESOURCES	GREG ESH	1760WGDHRT2515H	GOODHART SONS INC.	2515 HORSESHOE RD	LANCASTER	LANCASTER	PA	17601					NA				110070149367	GOODHART SONS INC.	2515 HORSESHOE RD	LANCASTER	LANCASTER	PA	17601					NA	332313	332	Fabricated Metals	GOODHART SONS INC.	2515 HORSESHOE RD	LANCASTER	PA		17601	YES	NO	NO		NO	NO	NO	GREG ESH	7176616606		GREG.ESH@GOODHARTSONS.COM							332	Fabricated Metals	332313						40.07026	-76.20628	014290258																						2024	2014	1	14	20251105
2023	ASSOCIATE DIRECTOR OF OPERATIONS	JUSTIN RULEY	45373BFGDRWACOS	GOODRICH AIRCRAFT WHEELS & BRAKES	101 WACO ST	TROY	MIAMI	OH	45373			RTX CORP	001344142	RTX CORP				110000394378	GOODRICH AIRCRAFT WHEELS & BRAKES	101 WACO ST	TROY	MIAMI	OH	45373			RTX CORP	001344142	RTX CORP	336413	336	Transportation Equipment	GOODRICH AIRCRAFT WHEELS & BRAKES	101 WACO ST	TROY	OH		45373	YES	NO	NO		NO	NO	NO	GREG SMITH	9374402041		GREG.L.SMITH@COLLINS.COM	3721						336	Transportation Equipment	336413						40.02261	-84.2224	004467452		OHD004236360																				2024	1987	8	315	20251105
2023	SITE DIRECTOR	MARK RUIZ	90670GDRCH11120	GOODRICH AIRCRAFT WHEELS & BRAKES	11120  S. NORWALK BLVD.	SANTA FE SPRINGS	LOS ANGELES	CA	90670			RAYTHEON TECHNOLOGIES CORP	001344142	RTX CORP				110000529321	GOODRICH AIRCRAFT WHEELS & BRAKES	11120  S. NORWALK BLVD.	SANTA FE SPRINGS	LOS ANGELES	CA	90670			RAYTHEON TECHNOLOGIES CORP	001344142	RTX CORP	336413	336	Transportation Equipment	GOODRICH AIRCRAFT WHEELS & BRAKES	11120  S NORWALK BLVD	SANTA FE SPRINGS	CA		90670	YES	NO	NO		NO	NO	NO	SANDRA PEREZ	5627838755		SANDRA.M.PEREZ@COLLINS.COM	3728						336	Transportation Equipment	336413						33.93	-118.071667	039709688		CAD981400559										CAC193908										2024	1997	3	107	20251105
2023	GENERAL MANAGER	CHARLES O'NEIL	58401LCSWS2604H	GOODRICH CORP	2604 HWY 20 N	JAMESTOWN	STUTSMAN	ND	58401			GOODRICH CORP	004179453	GOODRICH CORP				110000595053	GOODRICH CORP	2604 HWY 20 N	JAMESTOWN	STUTSMAN	ND	58401			GOODRICH CORP	004179453	GOODRICH CORP	336413	336	Transportation Equipment	GOODRICH CORP	2604 HWY 20 N	JAMESTOWN	ND		58401	YES	NO	NO		NO	NO	NO	CHARLES O'NEIL	9132134777		CHARLES.ONEIL@COLLINS.COM	3728						336	Transportation Equipment	336413						46.934816	-98.690326	144693728		NDD053426565										NDP000001										2024	1987	1	140	20251105
2023	ASSOCIATE DIRECTOR OF OPERATIONS	MATTHEW BRANDEWIE	81001BFGDR50WIL	GOODRICH CORP	50 WILLIAM WHITE BLVD	PUEBLO	PUEBLO	CO	81001			RTX CORP	001344142	RTX CORP				110041165093	GOODRICH CARBON OPERATIONS	50 WILLIAM WHITE BLVD	PUEBLO	PUEBLO	CO	81001			RAYTHEON TECHNOLOGIES CORP	001339159	RTX CORP	336413	336	Transportation Equipment	GOODRICH CORP	50 WILLIAM WHITE BLVD	PUEBLO	CO		81001	YES	NO	NO		NO	NO	NO	KIM ALFONSO	7199480379		KIM.ALFONSO@COLLINS.COM	3728						336	Transportation Equipment	336413						38.27937	-104.51514	182170837		COD982649394										COR900088	COG605037									2024	1997	8	199	20251105
2023	ASSOCIATE DIRECTOR OF OPS	BROOK KESSINGER	33056BFGDR3201N	GOODRICH CORP	3201 NW 167 ST	OPA LOCKA	MIAMI-DADE	FL	33056			RTX CORP	001344142	RTX CORP				110000872048	GOODRICH CORP	3201 NW 167 ST	OPA LOCKA	MIAMI-DADE	FL	33056			RTX CORP	001344142	RTX CORP	336413	336	Transportation Equipment	GOODRICH CORP	3201 NW 167 ST	OPA LOCKA	FL		33056	YES	NO	NO		NO	NO	NO	DENISMAR AROCHO	3052998518		DENISMAR.AROCHO2@COLLINS.COM	3728						336	Transportation Equipment	336413						25.92643	-80.25263	780459749		FLD982106080										FLR05H508										2024	1998	1	45	20251105
2023	GENERAL MANAGER	DOUG COSMINI	32218THBFG6061B	GOODRICH CORP	6061 GOODRICH BLVD	JACKSONVILLE	DUVAL	FL	32226			RAYTHEON TECHNOLOGIES CORP	001344142	RTX CORP				110038220270	GOODRICH CORP	6061 GOODRICH BLVD	JACKSONVILLE	DUVAL	FL	32226			RAYTHEON TECHNOLOGIES CORP	001344142	RTX CORP	326291	326	Plastics and Rubber	GOODRICH CORP	6061 GOODRICH BLVD	JACKSONVILLE	FL		32226	YES	NO	NO		NO	NO	NO	DARREN MCCANE	9048972725		DARREN.MCCANE@COLLINS.COM	3069						326	Plastics and Rubber	326291	326199					30.402451	-81.520012	178599585		FLD981926975										FLR20FQ75	FLR05D002									2024	1987	1	32	20251105
2023	ASSOCIATE DIRECTOR SITE LEAD	BRANDON MCGHEE	24983BFGDRRT5BO	GOODRICH CORP DEICING & SPECIALTY SYSTEMS DIV	225 STRINGTOWN RD	UNION	MONROE	WV	24983			RTX CORP	001344142	RTX CORP				110000344173	GOODRICH CORP DEICING & SPECIALTY SYSTEMS DIV	225 STRINGTOWN RD	UNION	MONROE	WV	24983			RAYTHEON TECHNOLOGIES CORP	001339159	RTX CORP	336413	336	Transportation Equipment	GOODRICH CORP DEICING & SPECIALTY SYSTEMS DIV	225 STRINGTOWN RD	UNION	WV		24983	YES	NO	NO		NO	NO	NO	BRANDON MCGHEE	3047723062		BRANDON.MCGHEE@COLLINS.COM	3069						336	Transportation Equipment	336413						37.618057	-80.530556	056795842												WV0054518										2024	1987	1	72	20251105
2023	SITE LEAD	MARTHA GONZALEZ	85040BFGDR3414S	GOODRICH INTERIORS (FORMERLY GOODRICH AIP)	3414 S 5TH ST	PHOENIX	MARICOPA	AZ	85040			RTX CORP	001344142	RTX CORP				110000470589	GOODRICH INTERIORS (FORMERLY GOODRICH AIP)	3414 S 5TH ST	PHOENIX	MARICOPA	AZ	85040			RAYTHEON TECHNOLOGIES CORP	001344142	RTX CORP	326299	326	Plastics and Rubber	GOODRICH INTERIORS (FORMERLY GOODRICH AIP)	3414 S 5TH ST	PHOENIX	AZ		85040	YES	NO	NO		NO	NO	NO	KAREN MITTLEIDER	6023690612		KAREN.MITTLEIDER@COLLINS.COM	3069						326	Plastics and Rubber	326299						33.41561	-112.06699	173233719		AZD981664899										AZMS81119										2024	1988	1	61	20251105
2023	DIRECTOR OF OPERATIONS	NICHOL SAVKO	99224GDRCH11135	GOODRICH LANDING SYSTEMS CARBON OPERATIONS	11135 W WESTBOW BLVD	SPOKANE	SPOKANE	WA	99224			RTX CORP	001344142	RTX CORP				110000547668	GOODRICH LANDING SYSTEMS CARBON OPERATIONS	11135 W WESTBOW BLVD	SPOKANE	SPOKANE	WA	99224			RAYTHEON TECHNOLOGIES CORP	001344142	RTX CORP	336413	336	Transportation Equipment	GOODRICH LANDING SYSTEMS CARBON OPERATIONS	11135 W WESTBOW BLVD	SPOKANE	WA		99224	YES	NO	NO		NO	NO	NO	CHRIS MATUSZAK	5097446038		CHRIS.MATUSZAK@COLLINS.COM	3728						336	Transportation Equipment	336413						47.583604	-117.568511	840078906		WAH000006940										WAR313840										2024	2002	8	163	20251105
2023	VP, PLANNING, DISTRIBUTION, AND COMPLIANCE	TOM  MILLIER	30243GDWNC700PR	GOODWIN CO.	700 PROGRESS CENTER AVE	LAWRENCEVILLE	GWINNETT	GA	30043			GOODWIN CO	008291445	GOODWIN CO				110000859483	GOODWIN CO.	700 PROGRESS CENTER AVE	LAWRENCEVILLE	GWINNETT	GA	30043			GOODWIN CO	008291445	GOODWIN CO	325611	325	Chemicals	GOODWIN CO.	12361 MONARCH ST.	GARDEN GROVE	CA		92841	YES	NO	NO		NO	NO	NO	TOM MILLIER	7148940531	2150	TOM.MILLIER@GOODWININC.COM	2841	2842					325	Chemicals	325611						33.986057	-83.966639	183495282		GAR000062620																				2024	1991	1	35	20251105
2023	VP, PLANNING, DISTRIBUTION, AND COMPLIANCE	TOM  MILLIER	92641GDWNC12361	GOODWIN CO.	12361 MONARCH ST	GARDEN GROVE	ORANGE	CA	92841			GOODWIN CO	008291445	GOODWIN CO				110000479973	GOODWIN CO.	12361 MONARCH ST	GARDEN GROVE	ORANGE	CA	92841			GOODWIN CO	008291445	GOODWIN CO	325611	325	Chemicals							YES	NO	NO		NO	NO	NO	URBANO MARQUEZ	7148940531	2400	URBANO.MARQUEZ@GOODWININC.COM	2841						325	Chemicals	325611						33.783	-118.0058	806987483		CAR000115444	CAL000261143																			2024	1988	5	100	20251105
2023	SR. MGR POLYMER SCIENCE AND TECHNOLOGY	MICHAEL KERNS	44316GDYRC1485E	GOODYEAR CHEMICAL R&D	1485 E ARCHWOOD AVE	AKRON	SUMMIT	OH	44306			THE GOODYEAR TIRE & RUBBER CO	038097770	THE GOODYEAR TIRE & RUBBER CO				110000389491	GOODYEAR CHEMICAL R&D	1485 E ARCHWOOD AVE	AKRON	SUMMIT	OH	44306			THE GOODYEAR TIRE & RUBBER CO	038097770	THE GOODYEAR TIRE & RUBBER CO	325212	325	Chemicals	GOODYEAR CHEMICAL R&D	1485 E ARCHWOOD AVE	AKRON	OH		44306	YES	NO	NO		NO	NO	NO	TRAVIS COBB	3307969587		TRAVIS_COBB@GOODYEAR.COM	2822						325	Chemicals	325212						41.04794	-81.47387	038097770		OHD982068488																				2024	1987	2	29	20251105
2023		BILLY OQUINN	30279LTMRBONEUL	GOODYEAR TIRE & RUBBER CO	ONE WINGFOOT WAY	SOCIAL CIRCLE	WALTON	GA	30025			THE GOODYEAR TIRE & RUBBER CO	004467924	THE GOODYEAR TIRE & RUBBER CO				110017219678	GOODYEAR TIRE & RUBBER CO	ONE WINGFOOT WAY	SOCIAL CIRCLE	WALTON	GA	30025			THE GOODYEAR TIRE & RUBBER CO	004467924	THE GOODYEAR TIRE & RUBBER CO	326211	326	Plastics and Rubber	GOODYEAR TIRE & RUBBER CO	PO BOX 1227	SOCIAL CIRCLE	GA		30025	YES	NO	NO		NO	NO	NO	ANGELA CASELLI	7704644729		ANGELA_CASELLI@GOODYEAR.COM	3011						326	Plastics and Rubber	326211						33.665689	-83.707634	179492293		GA0000012807										GAIS01709										2024	1995	4	122	20251105
